duration,HSP ID,help,Gender,Gender_Other,Age,Culture,Culture_Other,First_Lanuage,First_Lanuage_O,First_Lanuage_2,English_Years,English_Fluent,Nationality,Years_Canada,Old_Move_Canada,Religion,Religion_Other,Handedness,Political,Year_School,Sex_Orientation,Sex_Orient_Othr,UBC_Faculty,Faculty_Other,Major,Country_Born,country_born_2,Mom education,Dad education,Family.income,Attn,Attnother,BIological.sex,age.30,age.28,Kim.1,Kim.2,Kim.3,Kim.4,Kim.5,Kim.6,Kim.7,Kim.8,Kim.9,Kim.10,Kim.11,Kim.12,Kim.13,Kim.14,Kim.15,Kim.16,Kim.17,Kim.18,Kim.19,Kim.20,Kim.21
24,78421230,I don't know,Woman,[Decline to Answer],17,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,American/United States citizen,4,14,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight somewhat more,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],United States of America,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"$15,001 - $25,000",Other (Please specify below),Decision Making,Female,No,No,3 Slightly disagree,3 Slightly disagree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree,[Decline to Answer],2 Disagree,7 Strongly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,7 Strongly agree,7 Strongly agree,6 Agree
67,53340317,Yes,Man,[Decline to Answer],21,European,[Decline to Answer],Other,Serbian,I didn't,Around 16 (not too sure exactly),7. Completely fluent,Canadian,19,2,Christian,[Decline to Answer],Mostly right handed,Neutral/moderate,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Undeclared,Canada,Serbia,"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Male,Yes,Yes,2 Disagree,2 Disagree,5 Slightly agree,2 Disagree,5 Slightly agree,2 Disagree,3 Slightly disagree,5 Slightly agree,1 Strongly disagree,5 Slightly agree,2 Disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree,1 Strongly disagree,2 Disagree,2 Disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,2 Disagree
15,38710930,I don't know,Man,[Decline to Answer],17,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Slightly conservative,1st,Heterosexual/straight only,[Decline to Answer],"Faculty of Arts, Faculty of Commerce and Business Admininistration",[Decline to Answer],Undecided,Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",4 year degree (e.g.Bachelor's degree),"Above $150,000",Other (Please specify below),Decision Making,Male,No,No,5 Slightly agree,5 Slightly agree,5 Slightly agree,2 Disagree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,3 Slightly disagree,3 Slightly disagree,2 Disagree,2 Disagree,2 Disagree,5 Slightly agree,2 Disagree,6 Agree,3 Slightly disagree,7 Strongly agree,7 Strongly agree
30,66671103,No,Woman,[Decline to Answer],19,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Punjabi,[Decline to Answer],7. Completely fluent,Indian,3,16,Atheist,[Decline to Answer],Mostly right handed,Strongly liberal,2nd,Heterosexual/straight somewhat more,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],India,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$15,001 - $25,000",Other (Please specify below),Decision Making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,7 Strongly agree,1 Strongly disagree,6 Agree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree
18,80130909,Yes,Woman,[Decline to Answer],18,Other,Indian,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",High school graduate,[Decline to Answer],Predictions of your own behavior,[Decline to Answer],Female,Yes,Yes,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,7 Strongly agree,7 Strongly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,6 Agree,7 Strongly agree,6 Agree,5 Slightly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree
27,73510422,Yes,Woman,[Decline to Answer],19,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Heterosexual/straight mostly,[Decline to Answer],Faculty of Science,[Decline to Answer],Behavioural Neuroscience,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,6 Agree,2 Disagree,6 Agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,3 Slightly disagree,2 Disagree,3 Slightly disagree,5 Slightly agree,6 Agree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree
18,99360501,I don't know,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Other,I have Christian roots but have recently stepped away from following one religion. I am a very spiritual person and I do not follow one religion but I do not consider myself agnostic because I find my practices more structured.,Mostly right handed,Strongly liberal,1st,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],Undeciced,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,3 Slightly disagree,4 Neither agree nor disagree,6 Agree,2 Disagree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,6 Agree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,2 Disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,2 Disagree,7 Strongly agree,5 Slightly agree,6 Agree,7 Strongly agree
10,95800813,Yes,Woman,[Decline to Answer],19,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight only,[Decline to Answer],Other,"Access Studies, Open Studies",[Decline to Answer],Canada,[Decline to Answer],"2 year degree (e.g., technical college degree)",4 year degree (e.g.Bachelor's degree),"$50,001 - $75,000",Other (Please specify below),Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,5 Slightly agree,7 Strongly agree,6 Agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,7 Strongly agree
9,19301016,Yes,Woman,[Decline to Answer],21,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,20+,1,Sikh,[Decline to Answer],Mostly right handed,Slightly liberal,Other,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Integrated Science,India,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"$100,001 - $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
18,71071012,Yes,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Behavioural Neuroscience,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"Above $150,000",Other (Please specify below),decision making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,7 Strongly agree,1 Strongly disagree,7 Strongly agree,7 Strongly agree,2 Disagree,1 Strongly disagree,1 Strongly disagree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,6 Agree,7 Strongly agree,6 Agree,6 Agree,6 Agree
13,32970716,I don't know,Man,man,18,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Chinese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],Some college,[Decline to Answer],[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,6 Agree,2 Disagree,4 Neither agree nor disagree,2 Disagree,4 Neither agree nor disagree,1 Strongly disagree,3 Slightly disagree,1 Strongly disagree,2 Disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,7 Strongly agree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,7 Strongly agree,7 Strongly agree
16,49320828,Yes,Woman,[Decline to Answer],18,Other,"Half European (Dutch), half Chinese",English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$100,001 - $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,2 Disagree,2 Disagree,2 Disagree,6 Agree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,6 Agree,6 Agree,6 Agree,6 Agree
38,52810616,Yes,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Mandarin,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly left handed,[Decline to Answer],2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Commerce and Business Admininistration,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,6 Agree
15,2021924,Yes,Woman,[Decline to Answer],17,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Punjabi,[Decline to Answer],7. Completely fluent,Indo-Canadian,17,1,Sikh,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],India,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Some college,"$35,001 - $50,000",Other (Please specify below),decision making,Female,No,No,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,1 Strongly disagree,4 Neither agree nor disagree,1 Strongly disagree,5 Slightly agree,1 Strongly disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
35,76010904,Yes,Woman,[Decline to Answer],18,Other,European and East Asian,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly left handed,Strongly liberal,1st,Heterosexual/straight somewhat more,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],High school graduate,2 year degree (e.g.technical college degree),"$75,001 - $100,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,1 Strongly disagree,[Decline to Answer],1 Strongly disagree,6 Agree,2 Disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree,[Decline to Answer],1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,4 Neither agree nor disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree
34,56890219,Yes,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Undeclared,Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision making,Female,Yes,Yes,6 Agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,6 Agree,6 Agree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,2 Disagree,2 Disagree,2 Disagree,6 Agree,2 Disagree,6 Agree,5 Slightly agree,7 Strongly agree,6 Agree
20,10170422,I don't know,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$75,001 - $100,000",Other (Please specify below),Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,1 Strongly disagree
18,jjackyeung,Yes,Man,[Decline to Answer],18,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,8,10,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Intent: Psychology,Hong Kong,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,2 Disagree,2 Disagree,3 Slightly disagree,2 Disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree
52,wangxudi,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],2 years since I came to Canada when I was 16,5,People's Republic of China,2,16,Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight somewhat more,[Decline to Answer],"Faculty of Arts, Vantage College",[Decline to Answer],[Decline to Answer],China,[Decline to Answer],High school graduate,2 year degree (e.g.technical college degree),"$100,001 - $150,000",Other (Please specify below),Decision Making,Female,Yes,No,6 Agree,2 Disagree,7 Strongly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,2 Disagree,7 Strongly agree,7 Strongly agree,2 Disagree,2 Disagree,3 Slightly disagree,7 Strongly agree,4 Neither agree nor disagree,7 Strongly agree,7 Strongly agree,6 Agree,7 Strongly agree,5 Slightly agree,7 Strongly agree,7 Strongly agree
24,71420430,Yes,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],Korean,[Decline to Answer],[Decline to Answer],8,5,South Korean,2,18,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Not declared,Other,South Korea,"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"$75,001 - $100,000",Other (Please specify below),Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,2 Disagree,2 Disagree,5 Slightly agree,2 Disagree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree
17,84240325,I don't know,Man,N/A,22,South East Asian,N/A,English,N/A,N/A,N/A,7. Completely fluent,Singaporean,1,20+,Christian,N/A,Mostly right handed,Slightly liberal,2nd,Heterosexual/straight only,N/A,Faculty of Arts,N/A,Psychology,Other,Singapore,"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"$75,001 - $100,000",Other (Please specify below),Decision Making,Male,Yes,Yes,5 Slightly agree,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,7 Strongly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
13,31571017,Yes,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian/American,1,18,Other,Wiccan,Mostly right handed,Moderately liberal,1st,Bisexual (equally Heterosexual/straight and Gay/lesbian),[Decline to Answer],Faculty of Science,[Decline to Answer],Biology,United States of America,[Decline to Answer],"4 year (e.g., Bachelor's degree)",2 year degree (e.g.technical college degree),"$100,001 - $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,6 Agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree
54,64920417,Yes,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],"About 14 years, since kindergarten",6,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Other,I'm not exactly an atheist but I don't believe in a specific religion either. I think I believe there is something out there.,Mostly right handed,[Decline to Answer],1st,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],Undecided.,Canada,[Decline to Answer],Less than high school,High school graduate,"$75,001 - $100,000",[Decline to Answer],Decision Making,Female,Yes,Yes,2 Disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,2 Disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,6 Agree,2 Disagree,4 Neither agree nor disagree,2 Disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,6 Agree,3 Slightly disagree
33,35780710,Yes,Woman,woman,27,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],[Decline to Answer],Nonreligious,[Decline to Answer],Mostly right handed,Moderately conservative,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],psychology,Canada,[Decline to Answer],High school graduate,High school graduate,[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree
22,22780325,I don't know,Woman,[Decline to Answer],22,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,11,11,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,Other,Heterosexual/straight only,[Decline to Answer],Other,Unclassified Student,Previously majored in biology,Taiwan,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Predictions of your friends' behavior,Decision Making,Female,Yes,Yes,2 Disagree,2 Disagree,2 Disagree,2 Disagree,3 Slightly disagree,2 Disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,3 Slightly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
39,10120409,Yes,Woman,[Decline to Answer],18,Other,central asian,Both English and another language,[Decline to Answer],Russian,[Decline to Answer],7. Completely fluent,Kazakh,14,4,Agnostic,[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Other,Kazakhstan,"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"$35,001 - $50,000",Other (Please specify below),decision making,Female,Yes,Yes,2 Disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,1 Strongly disagree,3 Slightly disagree,6 Agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,1 Strongly disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,6 Agree,6 Agree
16,51881220,Yes,Man,[Decline to Answer],19,Hispanic,Latino,Spanish,[Decline to Answer],[Decline to Answer],14,7. Completely fluent,Chilean,1,18,Agnostic,[Decline to Answer],Mostly right handed,Neutral/moderate,2nd,Heterosexual/straight only,[Decline to Answer],"Faculty of Applied Science, Faculty of Arts",[Decline to Answer],Chemical Engineering,Other,Chile,"2 year degree (e.g., technical college degree)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,1 Strongly disagree,2 Disagree,6 Agree,2 Disagree,6 Agree,6 Agree,2 Disagree,4 Neither agree nor disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree,2 Disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,3 Slightly disagree,4 Neither agree nor disagree,2 Disagree,5 Slightly agree,2 Disagree
11,45000518,Yes,Man,[Decline to Answer],18,South East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Filipino,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Slightly liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Applied Science,[Decline to Answer],Bachelor of Applied Science,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$50,001 - $75,000",Other (Please specify below),Decision Making,Male,Yes,Yes,2 Disagree,2 Disagree,2 Disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,1 Strongly disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,1 Strongly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree
21,43580225,Yes,Woman,[Decline to Answer],18,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Tagalog,[Decline to Answer],7. Completely fluent,Filipina,12,6,Christian,[Decline to Answer],Ambidextrious,Moderately liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology and Sociology,Other,Philippines,"Professional or Graduate Degree (e.g., PhD, MD)",4 year degree (e.g.Bachelor's degree),"$100,001 - $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,[Decline to Answer],5 Slightly agree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,7 Strongly agree,7 Strongly agree
48,22680208,Yes,Man,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Strongly liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],English,Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),decision making,Male,Yes,Yes,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree,7 Strongly agree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,3 Slightly disagree,7 Strongly agree,6 Agree,6 Agree,6 Agree
